Date,Open,High,Low,Close,Volume
30-Dec-11,-,-,-,125.50,0
29-Dec-11,125.21,126.25,125.18,126.10,25251416
28-Dec-11,126.53,126.53,124.73,124.92,30203033
27-Dec-11,126.15,126.82,126.06,126.49,19008321
23-Dec-11,-,-,-,126.39,0
22-Dec-11,124.64,125.39,124.36,125.33,22327643
21-Dec-11,123.94,124.36,122.75,124.17,33792020
20-Dec-11,122.23,124.13,122.19,123.88,35741385
19-Dec-11,122.06,122.32,120.03,120.32,39577182
16-Dec-11,122.21,122.94,121.30,121.57,43484888
15-Dec-11,123.12,123.19,121.99,122.15,34056875
14-Dec-11,122.59,123.03,121.47,121.71,45840916
13-Dec-11,124.90,125.57,122.45,123.11,45766318
12-Dec-11,124.91,124.97,123.18,124.24,40152712
9-Dec-11,124.52,126.37,124.41,126.03,37323724
8-Dec-11,125.88,126.18,123.65,123.98,51039070
7-Dec-11,125.84,127.26,124.97,126.75,47462667
6-Dec-11,126.17,127.11,125.76,126.26,27218979
5-Dec-11,126.80,127.18,125.45,126.21,48955606
2-Dec-11,126.14,126.50,124.78,124.86,47029127
1-Dec-11,124.85,125.64,124.43,124.98,33494814
30-Nov-11,123.50,125.22,123.22,125.11,61994264
29-Nov-11,120.09,121.00,119.61,120.08,41177514
28-Nov-11,119.53,120.18,118.82,119.70,42828544
25-Nov-11,116.38,117.70,116.20,116.20,21312446
23-Nov-11,-,-,-,116.56,0
22-Nov-11,119.39,120.10,118.53,119.19,43397130
21-Nov-11,120.21,120.34,118.66,119.62,43463571
18-Nov-11,122.46,122.75,121.47,121.99,44737467
17-Nov-11,123.84,124.15,121.24,122.18,63908830
16-Nov-11,124.81,126.33,123.90,124.05,49588936
15-Nov-11,125.12,126.75,124.72,126.12,36056725
14-Nov-11,126.21,126.35,124.92,125.46,29118865
11-Nov-11,125.86,126.99,125.80,126.62,36249442
10-Nov-11,124.80,124.93,123.02,124.32,45816627
9-Nov-11,124.91,125.46,122.87,123.19,71335815
8-Nov-11,126.93,128.02,125.71,127.86,45497628
7-Nov-11,125.43,126.39,124.21,126.28,40221254
4-Nov-11,125.23,125.69,124.02,125.45,44477724
3-Nov-11,125.31,126.50,123.60,126.24,61861885
2-Nov-11,123.88,124.40,122.80,123.99,53303725
1-Nov-11,122.00,123.50,121.52,122.08,92917571
31-Oct-11,127.23,127.26,125.32,125.45,43967241
28-Oct-11,127.98,128.85,127.80,128.68,39809147
27-Oct-11,127.70,129.41,126.61,127.43,84203637
26-Oct-11,124.35,124.77,122.21,124.33,62984557
25-Oct-11,124.93,124.94,122.78,123.08,55330266
24-Oct-11,124.14,125.79,124.06,125.49,40550810
21-Oct-11,123.07,124.12,122.72,123.91,54726464
20-Oct-11,121.36,122.09,119.82,121.69,58232571
19-Oct-11,122.33,123.08,120.72,121.14,44676650
18-Oct-11,120.08,123.50,119.20,122.61,66897430
17-Oct-11,121.99,122.06,119.93,120.24,43306475
14-Oct-11,121.86,122.60,121.23,122.56,43756387
13-Oct-11,120.03,120.87,119.12,120.47,44956240
12-Oct-11,120.60,122.13,120.33,120.67,56817480
11-Oct-11,118.85,120.03,118.75,119.68,38618931
10-Oct-11,117.72,119.63,117.67,119.59,48106568
7-Oct-11,117.16,117.24,115.06,115.75,76608699
6-Oct-11,114.35,116.66,113.51,116.51,55805613
5-Oct-11,112.59,114.72,111.58,114.50,65015723
4-Oct-11,108.43,112.58,107.43,112.13,95735838
3-Oct-11,112.50,113.95,109.82,109.93,73743732
30-Sep-11,114.45,115.44,113.07,113.17,59865530
29-Sep-11,117.12,117.63,113.94,116.02,65282987
28-Sep-11,117.83,118.48,114.97,115.16,59746767
27-Sep-11,118.53,119.56,116.84,117.60,69465586
26-Sep-11,114.64,116.40,112.98,116.25,58993835
23-Sep-11,112.16,114.16,112.02,113.54,64624239
22-Sep-11,113.28,114.21,111.30,112.80,96017495
21-Sep-11,120.26,120.59,116.44,116.51,74321850
20-Sep-11,120.83,121.99,120.01,120.17,46846428
19-Sep-11,119.56,120.93,118.72,120.31,47651461
16-Sep-11,121.31,121.97,120.33,121.58,56247212
15-Sep-11,120.55,121.47,119.57,121.47,66196390
14-Sep-11,118.32,120.80,116.72,119.36,66294135
13-Sep-11,117.08,118.18,116.22,117.58,58712643
12-Sep-11,114.49,116.76,114.05,116.66,64719715
9-Sep-11,117.68,118.10,115.28,115.86,71945536
8-Sep-11,119.59,120.93,118.77,119.02,50782957
7-Sep-11,118.85,120.33,118.37,120.27,44821031
6-Sep-11,114.43,117.16,114.41,116.99,57447305
2-Sep-11,118.47,119.07,117.43,117.84,54415932
1-Sep-11,122.25,123.40,120.78,120.96,49230680
31-Aug-11,122.48,123.51,121.31,122.06,65533346
30-Aug-11,120.86,122.42,119.94,121.62,49826540
29-Aug-11,119.52,121.42,119.48,121.38,39759253
26-Aug-11,115.66,118.51,113.85,118.04,59570790
25-Aug-11,118.80,119.40,115.87,116.31,60216045
24-Aug-11,116.18,118.24,115.92,118.13,45888408
23-Aug-11,113.17,116.54,112.58,116.46,65298215
22-Aug-11,115.12,115.23,112.41,112.73,58657733
19-Aug-11,112.91,115.87,112.50,112.68,80390466
18-Aug-11,116.50,116.64,113.39,114.61,88643661
17-Aug-11,120.31,121.20,118.72,119.67,43197692
16-Aug-11,119.34,120.68,118.31,119.56,54731359
15-Aug-11,119.24,120.74,119.00,120.55,56149713
12-Aug-11,118.55,119.22,117.28,118.15,64114613
11-Aug-11,113.45,118.92,112.85,117.28,104588853
10-Aug-11,115.18,116.28,111.96,112.35,135389984
9-Aug-11,114.25,117.49,110.27,117.37,151964090
8-Aug-11,116.98,118.34,112.08,112.26,143151350
5-Aug-11,121.90,122.07,116.87,119.98,148649784
4-Aug-11,124.42,124.62,120.06,120.18,115977597
3-Aug-11,125.66,126.30,123.54,126.21,77953786
2-Aug-11,127.77,128.50,125.49,125.49,68408133
1-Aug-11,130.95,130.96,127.53,128.71,62287734
29-Jul-11,128.90,130.54,128.36,129.05,66254029
28-Jul-11,130.62,131.76,130.01,130.16,39631184
27-Jul-11,132.58,132.59,130.43,130.60,51722673
26-Jul-11,133.75,133.96,133.03,133.36,24547552
25-Jul-11,133.33,134.49,133.16,133.83,29304475
22-Jul-11,134.50,134.72,133.76,134.61,22949044
21-Jul-11,133.39,134.81,133.14,134.52,45988109
20-Jul-11,133.08,133.15,132.42,132.65,23708080
19-Jul-11,131.35,132.89,131.31,132.78,37213390
18-Jul-11,131.06,131.28,129.63,130.58,44982924
15-Jul-11,131.64,131.87,130.78,131.74,47432371
14-Jul-11,132.17,132.77,130.68,130.94,45959101
13-Jul-11,132.11,133.22,131.52,131.85,45341611
12-Jul-11,131.69,132.78,131.36,131.43,46226099
11-Jul-11,132.73,133.17,131.66,131.96,43906760
8-Jul-11,133.84,134.44,133.39,134.40,43893555
7-Jul-11,135.13,135.70,134.88,135.46,34373652
6-Jul-11,133.48,134.14,133.11,133.94,28284288
5-Jul-11,133.80,134.07,133.39,133.71,37800283
1-Jul-11,-,-,-,133.96,0
30-Jun-11,131.15,132.18,130.99,131.97,37863568
29-Jun-11,130.16,130.93,129.72,130.75,53004191
28-Jun-11,128.43,129.63,128.27,129.61,40274343
27-Jun-11,126.91,128.43,126.65,127.94,32680965
24-Jun-11,128.28,128.37,126.62,126.81,46734124
23-Jun-11,127.09,128.37,126.19,128.29,71105811
22-Jun-11,129.05,129.81,128.59,128.70,38969944
21-Jun-11,128.34,129.70,128.19,129.42,40944155
20-Jun-11,126.60,127.97,126.59,127.70,34301988
17-Jun-11,127.91,127.94,126.62,127.02,53421634
16-Jun-11,127.09,127.97,126.33,127.28,66773546
15-Jun-11,128.26,128.65,126.68,127.02,58675501
14-Jun-11,128.88,129.77,128.82,129.32,32356616
13-Jun-11,127.89,128.24,127.05,127.67,42209420
10-Jun-11,128.83,128.93,127.26,127.56,48646625
9-Jun-11,128.77,129.93,128.46,129.40,34130585
8-Jun-11,128.77,129.18,128.18,128.40,46172785
7-Jun-11,129.67,130.07,128.85,128.85,35800162
6-Jun-11,130.09,130.36,128.87,129.05,36406785
3-Jun-11,130.16,131.42,130.08,130.40,47653494
2-Jun-11,131.98,132.23,130.96,131.69,47042049
1-Jun-11,134.52,134.60,131.76,131.85,45487819
31-May-11,134.78,134.92,133.84,134.89,35984098
27-May-11,-,-,-,133.54,0
26-May-11,132.00,133.23,131.78,133.01,33733520
25-May-11,131.38,132.94,131.38,132.37,28638927
24-May-11,132.42,132.73,131.70,131.95,30909405
23-May-11,131.99,132.46,131.59,132.04,36661220
20-May-11,134.31,134.52,133.36,133.67,36056988
19-May-11,134.79,135.02,133.94,134.66,22525820
18-May-11,133.26,134.50,132.95,134.38,25317362
17-May-11,132.70,133.35,132.12,133.17,38035702
16-May-11,133.54,134.61,132.97,133.19,32100444
13-May-11,135.17,135.34,133.57,134.04,35020855
12-May-11,134.07,135.36,133.40,135.10,35584467
11-May-11,135.64,135.68,133.82,134.45,33239071
10-May-11,135.15,136.11,135.01,135.87,24203196
9-May-11,134.20,135.11,133.98,134.72,24822446
6-May-11,134.88,135.62,133.68,134.20,46857613
5-May-11,134.09,134.94,133.02,133.63,40893236
4-May-11,135.70,135.73,134.23,134.86,33406376
3-May-11,135.94,136.18,135.04,135.71,26996370
2-May-11,137.10,137.17,135.95,136.25,22871971
29-Apr-11,136.14,136.57,135.98,136.54,20677005
28-Apr-11,135.42,136.29,135.41,136.04,25481373
27-Apr-11,135.05,135.87,134.50,135.63,27488924
26-Apr-11,134.05,135.06,133.91,134.79,24832710
25-Apr-11,133.66,133.85,133.20,133.62,13979197
21-Apr-11,-,-,-,133.74,0
20-Apr-11,132.88,133.39,132.80,133.16,29889358
19-Apr-11,130.75,131.35,130.44,131.28,25527881
18-Apr-11,130.53,130.80,129.51,130.53,42399577
15-Apr-11,131.78,132.37,131.41,132.12,33790732
14-Apr-11,130.69,131.76,130.27,131.56,34872821
13-Apr-11,132.09,132.18,130.97,131.45,28355303
12-Apr-11,131.71,131.98,130.99,131.45,30741486
11-Apr-11,133.01,133.44,132.14,132.47,24849999
8-Apr-11,133.88,133.99,132.32,132.86,29003065
7-Apr-11,133.39,133.93,132.67,133.32,34344617
6-Apr-11,133.85,134.00,133.12,133.66,23931173
5-Apr-11,132.95,133.83,132.94,133.24,22176452
4-Apr-11,133.48,133.66,132.88,133.24,20976108
1-Apr-11,133.45,133.76,132.83,133.15,30779148
31-Mar-11,132.63,132.96,132.46,132.51,27226688
30-Mar-11,132.58,133.15,132.37,132.70,24243176
29-Mar-11,130.89,131.90,130.45,131.86,24306331
28-Mar-11,131.57,131.92,130.94,130.94,22090103
25-Mar-11,131.22,131.86,130.95,131.29,23528386
24-Mar-11,130.46,131.08,129.68,130.90,33519480
23-Mar-11,128.96,130.00,128.33,129.64,31166222
22-Mar-11,129.76,129.89,129.18,129.30,25004548
21-Mar-11,129.41,130.01,129.20,129.74,33507325
18-Mar-11,128.84,128.87,127.51,127.76,45916019
17-Mar-11,128.01,128.39,127.10,127.85,44314644
16-Mar-11,128.18,128.57,125.28,126.21,89625830
15-Mar-11,126.70,129.32,126.51,128.56,70860435
14-Mar-11,130.03,130.48,129.07,130.05,52323424
11-Mar-11,129.49,131.31,129.49,130.84,50585246
10-Mar-11,131.04,131.04,129.81,129.93,63399641
9-Mar-11,132.34,132.79,131.60,132.39,31785760
8-Mar-11,131.67,132.99,131.07,132.56,36563947
7-Mar-11,132.80,133.15,130.74,131.37,38124392
4-Mar-11,133.37,133.47,131.60,132.47,53924527
3-Mar-11,132.39,133.62,132.39,133.47,33784072
2-Mar-11,130.79,131.81,130.60,131.16,46020707
1-Mar-11,133.68,133.68,130.89,130.89,48377722
28-Feb-11,132.84,133.32,132.38,133.15,30339531
25-Feb-11,131.47,132.41,131.41,132.32,28752739
24-Feb-11,130.86,131.44,129.70,130.92,50875335
23-Feb-11,131.72,132.07,130.21,131.01,52179204
22-Feb-11,133.11,133.86,131.48,131.80,48257050
18-Feb-11,-,-,-,134.57,0
17-Feb-11,133.43,134.43,133.34,134.22,23248504
16-Feb-11,133.47,134.01,133.19,133.82,26386036
15-Feb-11,133.05,133.22,132.66,133.04,21560577
14-Feb-11,133.07,133.54,132.89,133.43,20967255
11-Feb-11,131.80,133.28,131.77,133.15,27395996
10-Feb-11,131.61,132.46,131.30,132.33,36606250
9-Feb-11,132.20,132.63,131.62,132.32,32233046
8-Feb-11,132.13,132.64,131.73,132.59,22787018
7-Feb-11,131.44,132.40,131.44,132.00,21707662
4-Feb-11,130.85,131.20,130.23,131.17,27291113
3-Feb-11,130.27,130.98,129.58,130.76,31138289
2-Feb-11,130.46,130.84,130.33,130.48,23406221
1-Feb-11,129.46,130.97,129.38,130.74,167194214
31-Jan-11,128.07,128.78,127.75,128.68,149249105
28-Jan-11,130.14,130.35,127.51,127.72,295637223
27-Jan-11,129.70,130.21,129.47,129.99,123302633
26-Jan-11,129.49,130.05,129.23,129.67,141281439
25-Jan-11,128.76,129.28,128.11,129.17,167552153
24-Jan-11,128.28,129.25,128.26,129.10,113715455
21-Jan-11,128.88,129.17,128.23,128.37,151462880
20-Jan-11,127.96,128.40,127.13,128.08,175745603
19-Jan-11,129.41,129.54,127.91,128.25,151958324
18-Jan-11,129.18,129.64,129.03,129.52,114401252
14-Jan-11,-,-,-,129.30,0
13-Jan-11,128.63,128.69,128.05,128.37,129229132
12-Jan-11,128.21,128.72,127.46,128.58,107929135
11-Jan-11,127.44,127.74,126.95,127.43,110286968
10-Jan-11,126.58,127.16,126.20,126.98,122401644
7-Jan-11,127.56,127.77,126.15,127.14,156034587
6-Jan-11,127.69,127.83,127.01,127.39,122518970
5-Jan-11,126.58,127.72,126.46,127.64,133975250
4-Jan-11,127.33,127.37,126.19,126.98,137409675
3-Jan-11,126.71,127.60,125.70,127.05,138725191
